attendance_pct,study_hours_wk,quiz_avg,assign_avg,midterm,lms_logins_wk,forum_posts,passed
57,31,40,98,98,0,19,1
60,11,60,60,50,12,13,0
81,4,41,41,29,15,17,0
75,18,80,96,92,1,8,1
80,4,73,58,95,28,6,0
77,34,79,74,74,29,17,0
73,29,46,81,41,18,9,0
56,24,64,42,35,22,1,0
76,22,30,88,77,1,12,1
64,2,58,43,74,20,5,0
77,6,80,37,32,24,8,0
97,25,93,88,86,11,19,1
51,21,33,55,53,11,7,0
62,16,57,82,68,25,9,0
92,31,45,81,69,7,15,1
81,14,92,97,53,11,14,0
61,28,82,50,83,23,12,0
60,32,46,39,39,10,17,0
66,28,69,45,94,1,5,0
96,9,42,63,68,0,19,0
70,22,81,82,60,24,8,0
45,32,87,49,81,25,17,0
66,5,66,68,88,27,6,0
79,23,90,94,62,3,4,1
73,5,63,96,41,8,10,0
51,32,99,36,51,26,12,0
84,10,46,53,41,29,2,0
96,15,49,83,87,27,0,1
92,7,88,62,35,26,3,0
46,29,98,82,88,6,18,0
49,3,62,71,63,27,17,0
84,19,46,83,26,21,5,0
56,10,86,82,90,25,9,1
65,28,30,63,78,28,6,0
60,29,42,94,53,24,11,0
67,15,56,63,69,9,7,0
97,6,99,92,55,19,12,1
85,12,88,82,73,13,17,0
41,13,35,57,33,0,13,0
99,29,52,61,51,4,10,1
93,19,39,41,80,12,9,0
82,3,80,83,69,5,5,0
40,8,48,88,67,21,12,0
90,8,80,76,46,27,9,0
92,20,97,93,57,16,11,1
75,4,71,78,51,14,0,0
90,21,86,60,64,6,17,0
65,3,97,57,50,7,12,0
68,8,67,42,69,27,3,0
60,23,91,87,69,20,5,1
50,16,36,48,50,1,17,0
79,13,79,41,94,17,4,0
50,3,81,43,91,26,17,0
75,9,55,37,30,20,4,0
88,14,55,51,52,22,6,0
98,13,48,78,91,6,8,0
78,7,38,80,37,28,2,0
79,15,90,92,87,19,11,1
74,7,49,62,37,26,19,0
93,34,79,48,25,15,13,0
73,22,51,43,64,29,7,0
94,24,42,60,61,18,11,0
86,1,41,36,55,8,6,0
63,10,39,68,41,11,8,0
93,16,94,53,33,13,11,0
61,8,59,73,88,29,3,0
44,25,37,47,81,6,4,0
95,12,50,39,37,1,8,0
72,25,51,84,61,16,6,1
97,17,47,57,38,10,13,0
75,26,95,63,99,17,19,1
86,14,77,60,49,28,16,1
59,23,73,91,81,11,0,0
58,6,38,35,95,2,14,0
74,5,96,62,66,20,14,0
91,25,83,96,66,13,0,1
82,18,55,81,71,14,14,1
56,13,55,93,68,18,1,0
98,14,63,65,65,9,3,0
84,28,37,83,27,8,16,0
82,18,39,39,25,9,15,0
73,28,77,65,35,19,17,1
48,27,84,71,31,22,15,0
65,32,83,49,36,3,7,0
41,9,69,86,62,18,5,0
92,32,44,45,78,9,19,0
48,20,47,77,91,16,1,0
48,28,52,57,77,29,18,0
79,33,91,74,56,11,12,0
56,4,75,97,69,24,5,1
40,34,68,36,75,28,5,0
64,3,44,81,61,26,12,0
82,26,82,64,83,0,0,0
79,8,93,50,78,10,8,0
81,6,92,93,42,12,11,1
64,16,45,81,25,0,11,0
78,24,99,64,45,0,3,0
74,30,95,43,52,29,18,0
42,13,42,99,40,20,15,0
89,5,76,93,72,15,11,0
76,25,38,98,52,6,0,1
83,20,92,42,46,22,3,0
83,18,63,86,25,9,8,0
90,18,58,52,66,15,6,0
69,2,66,92,94,0,9,0
77,10,72,83,27,21,12,0
73,12,93,66,68,8,7,0
51,13,53,82,51,5,19,0
58,11,63,79,75,14,9,0
76,19,77,88,48,3,9,0
83,26,41,80,44,14,7,0
98,14,52,65,56,9,19,0
98,24,42,71,37,24,14,0
88,1,74,50,67,15,0,0
56,22,94,80,44,12,14,0
49,23,76,80,26,18,16,0
96,19,87,95,92,28,12,1
94,18,34,80,84,25,11,1
88,12,34,85,28,19,2,0
86,28,89,96,41,3,18,1
51,28,50,69,25,19,4,0
55,33,53,76,57,21,2,0
63,19,47,79,54,28,4,0
58,28,50,81,29,15,8,0
47,26,83,64,36,10,5,0
70,34,39,58,56,14,15,0
60,16,53,77,62,10,9,0
56,13,89,68,41,22,15,1
62,23,86,57,82,29,2,0
76,22,52,95,64,24,17,0
93,16,51,71,48,29,10,0
55,28,97,47,36,10,18,1
45,8,63,41,43,2,14,0
47,22,99,76,53,23,10,1
64,21,57,72,76,23,9,0
57,26,68,86,41,16,8,0
64,21,71,78,97,4,2,0
51,25,52,98,45,12,8,0
54,1,99,47,84,9,17,0
98,6,31,62,99,4,11,1
65,23,53,35,44,11,15,0
80,23,46,77,77,7,3,1
84,23,94,76,87,23,0,1
65,32,99,84,81,11,12,1
86,30,98,94,53,15,7,1
71,13,89,35,25,1,5,0
49,18,79,85,83,2,7,0
55,23,41,50,88,17,18,0
46,15,76,73,96,16,11,0
56,33,96,49,95,1,0,1
62,21,94,67,68,25,3,0
65,23,56,87,72,21,12,0
60,27,77,51,99,11,16,0
61,18,91,40,39,16,18,0
97,24,73,65,59,5,18,1
46,7,48,74,47,16,4,0
53,20,88,64,77,1,10,0
54,27,37,41,69,7,6,0
92,6,84,47,37,13,2,0
46,27,76,38,58,5,10,0
48,9,31,84,62,8,16,0
90,31,68,37,94,0,10,0
87,21,74,46,92,4,14,0
47,26,61,99,29,6,18,0
89,13,94,61,64,8,7,1
98,23,67,84,94,13,15,0
62,20,40,51,45,26,14,0
68,28,39,66,52,8,2,0
57,17,88,85,27,3,5,0
70,28,84,51,47,28,2,0
69,2,49,68,96,19,4,0
91,25,46,69,43,14,0,0
78,6,97,58,99,3,13,1
74,11,34,88,74,2,11,1
57,6,89,52,98,23,12,0
98,11,52,84,82,20,13,0
81,14,75,80,44,22,11,1
78,2,81,82,96,25,12,1
56,3,39,67,77,21,5,0
53,33,75,61,33,13,14,0
70,24,57,35,28,8,15,0
63,19,72,93,65,29,8,0
74,18,55,44,49,18,7,0
83,24,84,59,58,5,4,1
99,1,77,91,97,2,14,1
84,25,58,49,33,17,6,0
73,34,56,62,99,15,16,1
42,25,47,47,37,2,15,0
76,16,89,48,33,1,10,0
82,34,98,68,28,1,6,1
79,29,50,59,58,25,10,0
65,19,53,88,31,26,1,0
94,23,32,46,39,22,1,0
62,19,91,43,62,9,5,0
83,25,31,65,99,14,2,0
78,16,95,87,76,2,0,1
54,9,71,77,31,7,19,0
95,1,63,72,69,28,15,0
88,19,71,76,83,17,13,0
43,33,49,82,45,26,16,0
68,34,97,50,52,10,17,1
61,16,74,50,27,6,3,0
64,18,71,65,38,18,2,0
52,34,76,92,26,24,7,0
57,25,34,62,53,6,3,0
72,6,78,38,42,24,14,0
55,21,66,44,61,1,12,0
84,6,63,85,69,5,13,0
81,32,99,52,69,4,13,0
83,31,47,81,48,13,4,1
41,10,48,66,70,17,4,0
94,30,69,64,36,3,12,0
74,18,46,70,77,3,3,0
81,24,89,43,69,23,17,1
73,9,71,70,56,12,5,0
69,31,94,63,42,22,4,1
98,15,82,50,37,28,2,0
94,4,36,55,28,20,19,0
52,9,34,98,47,24,2,0
52,9,53,93,86,0,2,1
57,26,57,62,78,19,19,0
71,4,91,89,98,4,1,0
71,17,46,65,79,23,19,0
74,16,49,67,93,2,17,0
98,15,32,94,64,29,9,1
78,5,66,75,38,27,6,0
85,5,44,80,52,20,19,0
91,20,80,83,96,18,13,1
68,15,77,99,95,12,9,1
88,18,37,76,91,6,19,1
68,2,42,57,53,9,15,0
92,29,77,61,85,2,5,0
83,13,32,66,92,22,16,0
96,4,94,37,33,29,5,1
55,10,60,94,41,1,17,0
95,31,55,51,73,6,9,0
83,8,85,66,87,8,9,0
86,3,63,41,70,27,8,0
96,9,38,92,37,20,14,0
49,30,91,74,69,11,10,1
69,11,42,82,77,21,6,0
64,13,98,85,41,28,17,0
78,13,70,91,71,9,1,0
59,12,30,71,86,26,1,0
44,10,76,89,74,18,12,0
40,9,33,75,67,12,10,0
69,7,92,54,92,9,18,1
88,2,81,67,99,4,19,0
42,23,39,74,96,28,0,0
84,21,57,68,52,14,16,0
53,23,35,96,69,20,19,0
95,29,56,53,65,2,17,1
69,14,41,77,60,7,7,0
89,26,91,97,57,5,12,0
43,5,81,44,49,28,3,0
57,31,77,47,43,18,18,0
76,25,96,39,71,16,2,1
64,31,75,92,57,9,5,0
87,20,44,93,91,0,5,1
40,17,65,93,38,12,5,0
92,2,43,49,57,26,7,0
85,25,32,35,66,9,16,0
54,13,96,72,89,11,9,1
48,28,48,87,71,1,4,0
54,6,83,86,59,9,18,1
88,3,98,35,56,20,10,1
96,18,39,45,79,22,9,0
63,11,62,92,78,0,2,0
43,20,42,74,75,0,9,0
51,5,80,94,83,19,1,1
98,19,61,78,96,28,8,0
97,22,53,40,38,25,4,0
76,19,64,62,42,14,16,0
76,16,99,65,79,21,5,1
82,24,69,42,80,24,10,0
99,4,83,39,73,0,4,0
45,15,73,88,84,26,6,0
78,25,91,51,77,25,6,0
95,14,97,72,95,20,3,1
85,19,62,43,30,8,9,0
63,7,85,48,94,23,17,0
50,30,65,60,32,6,0,0
52,19,83,96,39,15,13,0
73,25,48,59,50,15,5,0
64,16,72,70,63,12,10,0
46,8,41,67,27,9,13,0
91,18,40,37,81,17,19,0
43,28,99,45,34,8,2,0
98,16,41,92,27,11,15,0
47,19,70,98,70,28,15,0
59,17,54,52,46,23,6,0
68,13,32,81,91,12,7,1
93,7,32,78,89,10,3,0
92,27,57,93,43,14,11,0
90,10,52,84,86,9,11,0
84,34,77,63,81,9,9,0
85,25,96,36,37,8,11,1
49,6,71,59,40,24,10,0
82,24,69,53,40,24,10,1
73,18,35,74,76,2,14,0
96,23,49,36,65,22,5,0
65,6,40,99,72,15,10,0
80,29,56,96,63,11,1,1
88,25,50,88,37,16,8,0
97,17,42,79,28,24,10,0
42,24,64,83,67,29,15,1
95,11,76,72,70,14,12,1
45,26,57,38,71,24,12,0
44,34,50,51,77,2,17,0
44,28,47,87,49,4,0,0
93,3,60,87,65,27,19,1
86,11,89,65,27,12,9,0
62,14,66,56,37,23,18,1
88,26,50,45,42,5,16,0
48,21,43,68,61,25,0,0
74,30,89,49,67,25,0,0
59,8,52,44,58,8,16,0
97,20,58,87,79,29,14,1
88,32,76,82,76,28,1,1
98,22,59,65,60,18,10,1
81,7,67,71,78,27,1,1
74,9,56,62,83,6,19,0
89,1,44,65,76,12,8,0
57,29,88,48,43,21,18,0
56,8,32,50,36,29,1,0
63,4,39,59,35,4,15,0
42,3,46,73,72,15,19,1
71,7,40,72,40,3,8,0
74,27,77,75,95,4,19,1
77,1,34,74,71,28,3,0
52,27,98,98,91,19,12,1
95,16,93,50,55,18,14,0
86,7,43,93,32,22,19,0
64,23,79,45,85,5,1,0
48,11,55,35,68,3,19,0
43,33,98,47,74,24,17,0
53,17,36,64,59,0,8,0
76,5,45,52,85,16,19,0
73,32,84,47,79,8,0,1
50,3,85,66,90,15,2,1
80,14,33,84,38,22,16,1
95,31,77,65,28,1,10,0
42,31,46,85,41,10,7,0
98,17,65,61,93,25,11,1
67,24,99,94,48,4,10,1
68,23,67,67,73,12,12,0
48,18,91,87,79,19,14,0
42,14,77,67,95,16,19,0
64,15,39,75,47,27,16,0
73,15,65,53,36,28,11,0
51,6,58,75,35,24,18,0
81,27,33,76,99,14,19,1
48,15,73,57,53,21,10,0
54,8,85,67,86,26,9,1
79,15,71,54,77,28,16,1
64,3,42,59,72,29,12,0
44,13,75,86,90,11,15,1
50,34,62,46,72,5,19,0
98,24,50,66,83,19,19,0
73,32,86,67,95,12,16,1
63,32,98,49,81,17,4,1
99,30,99,85,27,23,8,1
54,13,96,40,56,14,3,0
77,1,77,69,32,14,8,0
47,34,62,68,54,7,15,0
98,15,65,97,39,18,6,0
44,14,62,52,98,22,13,0
87,29,60,60,79,13,13,0
65,34,50,95,62,6,6,0
57,18,56,82,39,13,15,0
45,7,91,65,54,4,17,0
76,29,55,68,70,14,5,0
99,31,95,41,88,20,6,0
87,25,41,41,50,14,18,0
52,14,51,81,91,23,7,0
67,8,46,42,60,3,0,0
44,27,36,35,55,0,16,0
52,2,97,37,64,16,18,0
56,17,66,87,98,24,6,1
89,14,67,72,97,19,17,1
79,25,40,85,70,0,5,0
84,30,30,49,66,15,5,0
71,29,54,98,42,12,0,0
68,20,71,39,60,17,9,0
90,21,81,44,74,9,7,0
97,22,53,42,85,22,6,1
42,16,82,46,64,17,8,1
95,17,85,98,27,16,0,0
79,16,92,93,31,25,10,0
73,2,37,84,55,29,2,1
79,4,88,57,89,8,17,0
66,21,74,74,88,13,5,0
52,34,56,52,27,20,10,0
84,30,81,55,59,29,4,0
72,6,47,35,39,12,19,0
45,17,45,72,45,19,3,0
63,25,95,75,86,19,7,1
58,5,34,76,52,13,9,0
55,5,32,43,28,10,2,0
79,20,99,57,37,12,12,0
67,16,36,45,75,16,16,0
72,9,79,65,72,2,4,0
98,5,43,60,63,28,7,0
98,2,67,64,91,0,18,1
87,9,76,68,82,20,17,1
80,22,62,80,26,4,0,0
52,22,72,39,49,24,3,0
82,22,58,95,35,12,17,1
84,34,86,72,25,23,13,0
64,29,34,62,72,4,10,0
92,33,89,60,72,4,8,1
81,18,99,95,34,22,12,1
75,7,31,57,54,11,16,0
66,1,99,80,59,1,14,1
77,33,72,64,43,28,1,0
99,1,33,67,77,22,5,0
46,24,85,37,58,15,6,0
44,4,88,76,56,16,1,0
82,4,38,96,30,29,12,0
84,18,32,92,37,4,9,0
97,27,77,91,99,11,15,0
96,32,72,35,88,14,8,0
90,33,30,94,31,27,7,0
70,28,86,93,69,5,14,0
62,6,82,80,69,12,6,0
81,16,45,68,89,10,18,0
49,34,80,59,43,29,3,0
71,23,84,76,71,25,8,1
82,24,30,63,70,16,18,0
92,13,57,59,53,8,1,1
69,18,82,88,85,24,6,1
78,13,87,49,89,15,18,0
70,17,89,38,47,16,5,1
57,15,88,72,75,19,14,0
75,18,51,54,87,23,6,0
41,23,37,57,46,17,5,0
53,30,78,71,95,12,0,0
52,34,71,96,57,28,13,1
68,4,56,42,68,10,0,0
51,3,68,71,31,12,5,0
78,7,54,79,26,23,17,0
41,18,67,67,41,25,16,0
71,7,53,41,89,12,1,0
52,6,53,56,82,11,7,1
85,22,89,39,54,13,1,0
66,1,79,49,50,12,15,0
88,4,95,55,59,24,3,0
80,29,43,51,87,8,1,1
56,21,82,90,99,13,4,0
79,26,61,84,95,0,16,0
70,14,77,41,52,8,1,0
73,9,68,84,49,3,13,0
99,12,69,94,85,27,19,1
63,6,71,41,55,11,6,0
84,20,37,74,78,23,14,0
74,24,55,79,91,28,17,1
87,27,41,93,75,13,12,0
45,8,72,89,82,8,11,0
58,1,80,98,58,2,1,0
69,24,92,99,83,5,11,0
46,7,78,88,45,2,5,0
49,19,56,74,80,0,0,0
80,22,38,87,61,25,0,0
71,30,68,78,88,21,14,0
73,29,94,97,43,20,15,1
67,22,36,36,98,2,6,0
99,11,96,55,77,29,13,1
54,20,39,84,95,13,18,0
69,29,82,86,87,19,18,1
76,34,86,43,86,1,12,1
68,1,56,54,96,11,11,0
61,31,83,52,43,25,0,0
43,30,33,64,99,9,11,0
59,18,52,99,26,12,3,0
71,17,77,58,30,29,14,0
75,14,71,81,53,19,15,0
89,23,32,78,65,3,14,0
43,25,32,63,75,18,7,0
66,15,57,51,29,21,18,0
56,22,92,39,65,0,14,1
51,3,60,84,86,24,17,0
61,19,39,74,54,10,10,0
56,34,78,80,86,25,8,1
49,1,50,85,51,15,0,0
93,21,82,45,74,18,8,1
40,29,83,46,76,18,11,0
61,6,86,47,73,11,1,0
65,1,49,98,86,2,10,0
95,1,78,42,84,22,13,1
98,27,36,99,78,23,1,1
57,21,58,43,29,17,14,0
89,16,77,36,33,16,17,0
53,26,42,47,58,4,13,0
86,16,32,36,60,15,11,0
68,28,31,82,44,23,9,0
51,1,45,37,87,13,13,0
75,10,35,40,91,18,14,0
98,17,74,39,54,5,4,1
74,23,34,37,93,2,1,0
91,7,85,44,94,5,5,0
51,7,61,77,27,11,11,0
46,15,78,53,73,19,1,0
68,34,42,48,66,29,3,0
50,4,59,55,48,10,6,0
72,14,54,77,68,6,15,1
45,14,89,62,25,26,0,0
86,16,88,55,78,25,0,0
54,7,57,70,76,0,13,0
71,32,87,58,60,15,10,0
90,19,49,88,62,15,11,1
50,2,63,72,68,16,10,0
97,10,34,51,71,14,5,0
62,17,89,56,53,20,11,0
65,12,72,79,75,8,11,1
73,6,86,95,65,4,9,0
85,22,86,45,88,19,7,0
73,32,83,95,72,7,19,1
68,20,74,72,46,28,18,1
43,1,66,67,41,20,6,1
56,6,77,77,29,0,13,1
74,19,83,65,85,6,3,1
52,18,77,69,30,10,0,0
80,6,35,71,77,19,7,0
78,33,63,81,41,25,4,0
54,23,92,57,83,20,7,0
94,23,77,70,63,12,7,0
68,26,52,74,78,21,6,1
68,13,42,49,72,12,18,0
50,7,76,71,61,6,3,0
91,15,73,38,72,10,19,0
71,27,61,56,92,17,5,0
41,26,55,56,51,29,11,0
86,33,82,51,51,0,17,0
53,15,43,72,96,11,11,0
59,27,81,58,87,2,17,1
61,5,65,40,76,25,2,0
50,2,37,40,71,27,9,0
66,33,69,60,45,0,6,0
42,16,51,75,81,3,2,0
56,23,45,72,99,5,18,0
83,16,89,77,66,4,12,1
95,14,89,87,72,28,3,0
67,29,39,49,51,10,9,0
68,26,54,90,96,19,5,1
60,15,60,90,57,22,0,0
86,3,50,65,59,12,5,0
55,23,62,91,40,10,7,0
76,29,60,85,60,26,14,1
98,34,50,58,90,5,7,0
59,33,65,92,80,18,5,0
45,23,94,38,41,24,18,0
58,7,33,44,44,14,13,0
96,3,97,97,32,20,1,1
44,32,33,49,42,12,6,0
42,31,38,97,42,9,7,0
98,18,59,53,42,0,9,1
40,7,74,97,26,12,12,0
97,1,33,90,96,5,19,1
99,14,98,55,75,20,0,1
77,32,52,68,34,25,8,0
54,6,45,51,99,23,9,0
73,10,51,52,38,19,19,0
74,7,77,85,50,11,1,1
88,26,91,99,71,16,19,1
64,34,89,77,54,26,10,0
63,30,34,91,80,17,4,0
51,21,36,44,66,23,17,0
57,17,80,71,28,25,6,0
54,33,94,82,35,7,2,0
83,10,38,90,48,28,15,0
55,12,74,70,91,13,14,1
66,16,76,65,61,4,7,0
47,32,96,89,26,21,19,0
99,15,53,72,36,1,4,0
85,27,39,49,45,26,2,0
64,28,77,50,93,27,4,0
56,17,64,87,95,24,8,0
68,2,83,90,88,21,15,1
92,7,45,41,92,27,13,0
47,13,82,91,67,24,17,1
54,15,69,89,78,10,6,0
66,25,49,86,86,25,14,0
85,23,98,38,97,2,7,1
89,22,74,77,36,21,2,0
91,26,35,74,25,25,10,0
46,33,98,64,96,15,19,1
42,11,78,44,57,20,17,0
68,10,68,41,88,15,14,1
83,25,31,70,92,8,9,1
92,24,68,69,38,12,2,0
63,33,50,73,38,9,14,0
99,17,69,70,33,16,5,0
97,24,83,54,97,24,10,1
42,2,41,83,50,20,10,0
59,32,66,93,73,16,18,1
85,24,67,83,41,9,2,1
54,9,44,60,92,7,12,0
64,4,36,70,84,6,7,0
69,17,79,77,27,13,10,0
53,17,94,77,49,21,10,0
46,30,96,67,45,17,12,1
56,11,73,79,36,20,2,0
83,21,60,79,78,18,5,1
59,21,72,49,25,17,9,0
75,18,77,51,25,13,18,0
48,29,90,46,69,9,11,0
77,24,39,56,70,0,13,0
87,10,58,57,72,8,10,0
96,17,77,46,31,17,9,0
99,18,91,85,34,12,2,0
61,20,42,47,39,26,12,0
93,18,73,91,64,16,17,0
92,17,76,89,35,29,12,1
92,9,93,62,80,22,13,0
41,14,82,78,70,24,13,0
63,29,73,53,69,21,6,0
47,31,57,80,37,15,11,0
50,4,31,37,51,23,3,0
52,18,86,54,74,10,15,0
56,20,86,59,85,22,18,0
47,9,63,90,37,8,9,0
60,13,87,95,36,6,15,0
57,15,81,89,53,28,4,1
69,27,58,69,44,21,15,0
57,15,64,93,55,0,0,0
85,28,77,73,32,8,4,0
86,19,62,91,48,9,12,0
70,26,38,68,99,15,12,0
77,26,77,75,63,20,2,1
71,25,96,56,57,28,16,0
50,26,65,61,66,17,18,0
84,26,73,55,39,13,4,0
64,28,89,75,92,27,4,1
72,18,92,65,89,10,14,1
99,32,34,61,56,23,9,1
77,3,69,71,35,28,11,0
80,2,48,88,61,3,10,0
47,33,76,43,43,29,0,0
50,19,94,76,75,18,2,0
61,17,96,70,58,12,3,1
90,33,47,44,95,0,18,1
63,12,79,93,84,20,19,1
80,3,59,74,77,18,2,0
56,26,95,88,36,14,17,1
51,8,34,73,86,19,2,0
96,7,71,41,90,14,6,0
85,16,34,38,72,24,0,0
71,24,79,49,64,10,18,0
54,1,87,82,48,29,17,0
55,25,37,40,74,22,1,0
93,10,60,69,92,26,11,1
61,16,41,92,67,4,16,0
67,16,50,53,41,23,2,0
59,8,91,96,79,21,11,1
72,29,62,44,58,9,11,0
49,28,55,59,94,17,5,0
79,6,69,78,84,6,9,0
71,16,94,92,75,0,5,1
89,20,88,59,97,2,13,1
99,16,44,74,59,27,1,1
72,7,30,44,58,0,10,0
41,14,40,59,40,29,14,0
72,26,84,45,42,16,7,0
72,26,31,70,62,14,12,1
80,14,94,83,67,4,18,0
52,7,73,82,56,21,9,0
69,33,45,41,31,15,8,0
72,26,51,85,70,11,17,1
52,20,47,51,85,18,6,0
91,3,76,66,42,13,2,0
65,4,59,60,95,2,11,0
61,26,39,56,64,18,14,0
78,11,87,47,74,0,12,0
41,2,91,46,29,20,5,0
77,14,35,35,78,0,7,0
78,30,96,67,82,25,13,1
65,12,70,48,46,9,2,0
85,26,72,98,98,2,15,0
97,33,47,77,62,12,17,0
89,13,87,92,73,5,16,1
54,14,89,75,25,10,17,0
73,24,56,73,60,5,9,0
81,34,97,35,52,2,16,0
94,26,51,75,59,15,15,0
83,21,53,79,84,8,1,0
88,28,69,47,86,7,19,1
79,2,95,43,70,26,3,0
50,9,69,97,85,2,10,1
42,23,35,57,89,4,6,0
98,15,47,88,50,20,16,0
45,13,59,81,59,13,18,0
48,23,50,73,81,4,5,0
45,17,91,60,87,18,9,0
48,2,39,35,28,4,3,0
78,20,42,48,66,20,0,1
70,20,38,99,69,19,6,0
71,3,97,83,63,19,15,1
80,12,68,84,89,1,16,0
89,2,53,92,46,24,4,0
51,14,63,87,35,6,9,0
47,16,90,91,61,0,6,0
47,19,70,52,75,20,12,0
89,34,34,50,82,17,6,1
67,6,79,36,31,9,14,0
59,13,33,47,32,5,16,0
86,22,80,79,75,6,2,0
98,18,81,77,47,11,4,1
46,12,68,88,33,17,9,1
50,30,37,65,70,10,4,0
59,7,74,43,62,21,6,0
55,32,57,82,37,28,6,0
43,19,56,52,31,18,13,0
45,6,94,45,35,24,14,0
97,20,63,96,98,3,4,1
61,27,91,53,74,18,4,0
65,7,91,58,91,12,3,0
42,5,67,47,65,26,19,0
80,11,55,80,53,18,8,0
99,15,53,87,61,1,11,1
81,3,68,63,80,27,15,1
53,5,50,70,40,8,7,0
50,23,76,51,68,7,8,0
57,9,77,82,74,20,11,1
93,15,42,58,95,13,19,0
51,3,32,88,30,29,6,0
62,29,61,35,42,28,3,0
51,6,64,40,43,8,2,0
52,17,48,89,75,12,0,0
64,26,43,72,90,17,6,0
84,21,77,67,27,5,8,0
90,8,97,42,78,22,1,1
97,21,74,54,73,21,6,1
58,11,48,89,52,2,9,0
94,8,93,82,62,9,1,1
85,24,95,90,52,29,12,1
75,14,95,44,56,9,2,0
84,14,74,86,65,9,12,1
47,10,96,84,60,8,9,0
68,12,98,68,60,29,11,0
94,34,32,70,90,11,2,0
92,10,67,95,34,23,19,0
94,17,71,50,94,7,5,0
71,17,69,52,96,23,2,0
90,3,79,81,87,8,1,1
83,31,64,66,46,16,13,0
57,1,53,77,44,7,14,0
45,12,46,74,57,17,17,0
57,4,69,99,39,19,18,0
58,13,95,69,31,16,9,0
61,34,73,84,74,27,19,1
76,21,52,46,34,5,16,0
71,22,35,92,61,9,16,0
95,4,95,97,83,0,18,1
80,18,50,83,99,27,3,0
98,5,64,70,87,20,10,0
42,19,58,88,45,24,16,0
67,2,36,81,61,0,9,0
49,12,82,66,69,8,16,1
90,17,66,87,38,19,11,0
74,10,52,66,67,2,9,0
68,34,37,96,57,23,9,0
93,6,77,71,27,5,5,0
54,8,39,72,68,6,16,0
72,11,53,64,59,8,18,1
46,12,76,92,49,4,1,1
51,9,82,66,32,28,3,0
88,2,68,85,86,15,17,1
69,8,96,45,42,1,3,0
60,11,95,93,52,2,5,1
70,10,35,54,99,2,13,0
97,21,50,71,36,19,6,0
63,20,65,83,88,25,11,0
59,8,32,53,26,22,1,0
76,29,71,89,83,27,17,1
43,12,74,74,61,9,12,0
67,14,73,41,28,21,12,0
83,21,62,39,65,2,4,0
59,22,89,76,69,14,6,1
99,21,99,82,58,13,11,0
63,30,55,41,37,22,13,0
89,20,50,45,31,3,0,0
88,24,31,83,56,9,9,0
90,23,76,64,47,10,8,1
71,7,59,75,73,10,9,1
80,9,56,37,96,7,6,0
75,1,49,74,71,22,15,0
97,26,79,85,61,22,11,1
92,22,52,66,72,8,11,0
73,10,42,82,53,7,18,0
75,6,33,54,61,11,12,0
41,17,43,69,47,16,17,0
54,24,49,58,62,22,2,0
73,10,42,74,68,14,6,0
75,8,32,86,29,18,0,0
45,21,76,73,76,27,2,0
78,6,32,95,64,19,13,1
81,21,30,99,35,5,3,0
90,24,53,96,26,4,18,0
90,33,64,36,59,7,5,0
97,18,43,40,69,17,19,0
93,28,96,77,73,20,8,1
51,32,42,74,59,20,10,0
42,12,76,73,96,14,14,0
84,27,79,62,56,2,8,0
57,10,55,97,92,13,10,1
79,32,32,98,95,25,9,0
60,26,80,46,63,14,1,0
54,25,69,75,72,12,13,1
72,11,97,63,61,20,3,0
74,23,65,57,84,19,1,0
65,34,80,85,98,26,4,1
47,23,30,79,28,20,13,0
75,29,62,56,47,25,14,0
87,31,36,44,38,8,18,0
69,7,81,41,29,22,5,0
62,33,40,49,90,16,14,0
81,21,56,80,48,18,13,1
83,2,43,95,42,24,7,1
53,18,75,95,51,3,19,0
53,33,39,85,48,19,11,0
41,34,53,72,53,9,3,0
94,20,90,46,35,21,5,1
76,18,47,88,42,2,10,0
44,24,38,73,28,18,6,0
77,8,46,73,57,8,3,0
84,30,87,64,66,28,14,0
80,10,42,82,56,4,0,0
93,23,79,65,75,13,8,1
99,11,35,59,28,6,19,0
86,2,80,85,44,20,7,0
53,26,65,47,91,5,11,0
95,33,54,97,92,23,6,1
78,13,40,76,86,7,17,0
64,25,73,88,82,1,0,0
59,4,43,90,71,26,8,0
41,19,58,53,99,24,6,0
78,18,79,80,83,25,13,1
45,30,34,49,30,27,0,0
56,19,98,66,64,27,12,1
98,23,86,83,47,27,19,1
64,16,55,55,76,13,14,0
96,1,35,99,28,21,4,0
67,12,45,61,61,6,4,0
41,24,89,57,66,2,13,0
74,34,41,81,68,19,13,1
76,8,32,46,66,21,13,0
44,18,92,39,53,22,4,0
40,5,93,43,43,5,10,0
79,26,91,54,56,20,18,0
51,30,35,97,68,13,4,1
95,13,48,64,79,11,3,1
75,19,47,50,29,17,14,0
84,29,72,39,70,11,6,0
62,3,32,63,69,6,4,0
86,26,67,81,45,4,14,0
70,12,97,56,46,11,13,0
50,2,73,91,54,8,2,0
49,11,92,69,47,28,4,0
42,28,71,94,29,10,11,0
93,18,93,94,87,3,19,1
53,13,83,92,83,13,13,0
55,22,66,37,76,25,4,0
49,12,33,68,89,11,3,0
68,2,31,79,63,17,15,0
49,7,73,84,27,6,6,0
51,26,96,36,66,22,2,1
69,26,97,49,95,0,3,0
80,24,91,71,51,26,19,0
40,12,30,49,52,29,5,0
44,16,46,94,78,12,2,0
59,23,45,98,39,15,0,1
